Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1294,SHRIMATI RAJKAMAL BABURAO TIDKE MAHAVIDYALAY MOUDA,27090700126,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MOUDA,441104.0,AT. Post Mouda TH Mouda Dist Nagpur,srbtcm@rediffmail.com,Other State Govt. Managed,Higher Secondary only/Jr. College,3-Co-educational,11–12,Urban,Operational,,,
1295,"CENTRAL PROVINCE PUBLIC SCHOOL, MOUDA",27090700127,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MOUDA,441104.0,AT. MOUDA TA.MOUDA DIST. NAGPUR,cppsmauda@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,,,
1296,ADARSH PUBLIC SCHOOL MOUDA,27090700128,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MOUDA,441104.0,WARD NO 2 KALIMATA NAGAR MOUDA,apsmouda@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Urban,Operational,,,
1297,D D BHOYAR ART COMMERCE AND SCIENCE JUNIOR COLLEGE MOUDA,27090700129,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MOUDA,441104.0,Behind Dimond Hotel Ramtek Road Mouda,Supare.roshan@gmail.com,Private Unaided (Recognized) ,Higher Secondary only/Jr. College,3-Co-educational,11–12,Urban,Operational,,,
1298,"Z.P. U.P.S., MATHNI",27090700201,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MATHNI,441104.0,AT MATHNI POST MATHNI TA MOUDA,zpschoolmathnimouda@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mathani,Mathani,Mouda
1299,"ST. ROSSELLO'S SCHOOL, MATHNI",27090700202,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MATHNI,441104.0,"At. Mathani, Mouda, Nagpur",rossellocentmoudha@yahoo.com,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Mathani,Mathani,Mouda
1300,BRAVE INTERNATIONAL SCHOOL MATHANI,27090700203,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MATHNI,441104.0,MATHANI NAGPUR BHANDARA ROAD,braveischoolmathani@gmail.com,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1–12,Rural,Operational,Mathani,Mathani,Mouda
1301,"Z.P. U.P.S., PAWADDUANA",27090700301,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",PAWADDUANA,441104.0,AT PAWADDOUNA POST MOUDA TA MOUDA,zphpspawaddouna301@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pawaddauna,Pawaddouda,Mouda
1302,"Z.P. U.P.S., ZULLAR",27090700401,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",ZULLAR,441104.0,AT ZULLAR POST WADODA TA MOUDA,zullarschool@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Zullar,Zullar,Mouda
1303,"Z.P. P.S., WANJARA",27090700501,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",WANJARA,441104.0,AT WANJARA POST CHIRVHA TA MOUDA,zppswanjara0501@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Wanjra,Pawaddouda,Mouda
1304,"Z.P. P.S., MOHKHEDI",27090700601,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",MOHKHEDI,441104.0,AT MOHKHEDI POST CHIRVHA TA MOUDA,zppsmohakhedi601@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mohkhedi,Pawaddouda,Mouda
1305,"Z.P. P.S., CHEHADI",27090700701,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",CHEHADI,441104.0,AT CHEHADI POST MATHNI TA MOUDA,zppschehadischool@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Chehadi,Zullar,Mouda
1306,"Z.P. P.S., KESLAPUR",27090700801,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",KESLAPUR,441104.0,AT KESLAPUR POST MOUDA TA MOUDA,zpprimaryschoolkeslapur@gmail.com,Local Body,Primary,3-Co-educational,1–4,Urban,Operational,,,
1307,"Z.P. P.S., RAHADI",27090700901,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",RAHADI,441104.0,AT RAHADI POST MOUDA TA MOUDA,zpprimaryschoolrahadi@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Rahadi,Nanadevi,Mouda
1308,"Z.P. P.S., DAHALI",27090701001,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",DAHALI,441104.0,AT DAHALI POST. TA. MOUDA DIST NAGPUR,zppsdahali@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Dahali,Nanadevi,Mouda
1309,"RELIANCE FOUNDATION SCHOOL, DAHALI",27090701002,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",DAHALI,441104.0,"RELIANCE FOUNDATION SCHOOL, MOUDA",info.rfsmouda@rfs.edu.in,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1–12,Rural,Operational,Dahali,Nanadevi,Mouda
1310,"Z.P. P.S., NANADEVI",27090701101,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",NANADEVI,441104.0,AT NANADEVI POST BABDEO TA. MOUDA DIST NAGPUR,zppsnanadevi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nanadevi,Nanadevi,Mouda
1311,"Z.P. P.S., SUKALI(ZULLAR)",27090701202,MAHARASHTRA,NAGPUR,MOUDA,"Z.P. P.S., MOUDA ",SUKALI (ZULLAR),441104.0,AT SUKALI ZULLAR POST MATHANI TA MOUDA,zppssukali@yahoo.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Zullar,Zullar,Mouda
1312,"Z.P.UPS, BORGAON",27090701301,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",BORGAON,441104.0,AT-BORGAON POST-DHANLA TA-MOUDA DIST-NAGPUR,,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Borgaon,Borgaon,Mouda
1313,"Z.P.UPS, CHIRWA",27090701401,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",CHIRWA,441104.0,AT-POST- CHIRWHA TA-MOUDA DIST-NAGPUR ,suvarnadthombre@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Chirwha,Chirva,Mouda
1314,"ABHINANDAN VDY., CHIRWA",27090701402,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",CHIRWA,441104.0,AT.POST.CHIRWA TA.MOUDA DIST.NAGPUR,abhinandanvidyalaya@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Chirwha,Chirva,Mouda
1315,"ABHINANDAN PS, CHIRWA",27090701403,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",CHIRWA,441104.0,AT CHIRWA TA MOUDA DIST.NAGPUR,abinandanvidayalaya@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–4,Rural,Operational,Chirwha,Chirva,Mouda
1316,"Z.P.UPS, MOHADI",27090701501,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",MOHADI,441104.0,AT-MOHADI TA-MOUDA DIST-NAGPUR,chhayaharde166@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mohadi,Mohali,Mouda
1317,"Z.P.UPS, PANMARA",27090701601,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",PANMARA,441104.0,AT-PANMARA TA-MOUDA DIST-NAGPUR,rajendra2026@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Panmara,Panmara,Mouda
1318,"Z.P.PS, NIHARWANI",27090701701,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",NIHARWANI,441104.0,AT-NIHARWANI TA-MOUDA DIST-NAGPUR,niharwanizpps@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Niharwani,Niharwani,Mouda
1319,"SAMRAT ASHOK VDY., NIHARWANI",27090701702,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",NIHARWANI,441104.0,Niharwani ta-mouda Dist- Nagpur,savniharwani@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Niharwani,Niharwani,Mouda
1320,"Z.P.PS, CHIKHALABODI",27090701801,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",CHIKHALABODI,441104.0,AT-CHIKHALABODI TA-MOUDA DIST-NAGPUR,,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chikhalabodi,Niharwani,Mouda
1321,"Z.P.PS, GOWARI",27090701901,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",GOWARI,441104.0,AT-GOWARI TA-MOUDA DIST-NAGPUR,zpprimaryschoolgowari@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Gowari,Gowri,Mouda
1322,"SADHANA VDY.,GOWARI",27090701902,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",GOWARI,441104.0,At. Gowari post Gowari Ta Mouda Dist Nagpur,sadhanavidyalaya14@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Gowari,Gowri,Mouda
1323,"Z.P.PS ,KOTGAON",27090702001,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",KOTGAON,441104.0,AT-KOTGAON POST-GOWARI TA-MOUDA DIST-NAGPUR,vikasdasaramwahane@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Kotgaon,Panmara,Mouda
1324,"Z.P.PS, MAHADULA",27090702101,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",MAHADULA,441104.0,AT-MAHADULA POST-DHANLA TA-MOUDA DIST-NAGPUR,,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Mahadula,Borgaon,Mouda
1325,"Z.P.PS ,SINGORI(MARODI)",27090702201,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",SINGORI (MARODI),441104.0,"At singori,DIS posi marodi, TALUKA MOUDA ",zppschoolsingori@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Singori (Marodi),Marodi,Mouda
1326,"Z.P.PS, MARODI",27090702301,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",MARODI,441104.0,AT-MARODI TA-MOUDA DIST-NAGPUR,zppsmarodi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Marodi,Marodi,Mouda
1327,"GRAM VIKAS VDY. ,MARODI",27090702302,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",MARODI,441104.0,GRAM VIKAS VIDYALAY MARODI TA.MAOUDA,gramvikasvidyamarodi@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Marodi,Marodi,Mouda
1328,Z.P. U.P.S. KHARADA (PUNARVASAN) MARODI,27090702303,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",MARODI,441104.0,AT-KHARADA-PUNARVASAN POST-MARODI TA-MOUDA DIST-NAGPUR,kthosare14@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Marodi,Marodi,Mouda
1329,"Z.P.PS, NANDGAON",27090702401,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",NANDGAON,441104.0,AT-NANDGAON POST-CHIRWHA TA-MOUDA DIST-NAGPUR,ssamouda@yahoo.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Nandgaon (Kirad),Mohali,Mouda
1330,"Z.P.PS, NIHARWANI(TOLI)",27090702501,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",NIHARWAANI (TOLI),441104.0,AT-NIHARWANI TOLI TA-MOUDA DIST-NAGPUR,niharvanitolizppschool@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Niharwani,Niharwani,Mouda
1331,"Z.P.PS ,WADHANA",27090702601,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, BORGAON ",WADHANA,441104.0,AT-WADHANA POST-CHIRVA TA-MOUDA DIST-NAGPUR,wadhana.zp@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Wadhana,Mohali,Mouda
1332,"Z.P.UPS, AAJANGAON",27090702701,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",AAJANGAON,441104.0,AT AJANGAON POST BABDEO TA MOUDA,zpupsaajangaonmouda@yahoo.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Ajangaon,Anjangaon,Mouda
1333,"PRANAG HS & JR. COLLEGE ,AAJANGAON",27090702702,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",AAJANGAON,441104.0,AT AJANGAON POST MOUDA TA MOUDA,pranaghsajangaon2015@gmail.com,Other State Govt. Managed,Upper Pr. and Secondary,3-Co-educational,8–10,Rural,Operational,Ajangaon,Anjangaon,Mouda
1334,"Z.P. UPS, BHENDALA",27090702801,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",BHENDALA,441106.0,AT BHENDALA POST TARSA TA MOUDA,zpupsbhendala801@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Bhendala,Bhendala,Mouda
1335,"Z.P.UPS ,MANGALITELI",27090702901,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",MANGALITELI,441104.0,AT MANGLITELI POST DHANLA TA MOUDA DIST NAGPUR,zpupsmanglitelimouda@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mangli(Teli),Mangliteli,Mouda
1336,"Z.P.UPS ,DHAMANGAON",27090703001,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",DHAMANGAON,441104.0,AT DHAMANGAON POST MOUDA TA MOUDA,kalawatikarande123@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Dhamangaon,Dhamangaon,Mouda
1337,"Z.P.PS, KORAD",27090703101,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",KORAD,441104.0,AT KORAD POST MARODI TA MOUDA,zppskorad.mouda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Korad,Lapka,Mouda
1338,"Z.P.PS, LAPKA",27090703201,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",LAPKA,441104.0,AT LAPKA POST MOUDA TA MOUDA,zpprimaryschoollapka201@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Lapaka,Lapka,Mouda
1339,"Z.P.PS, ISAPUR",27090703301,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",ISAPUR,441106.0,AT ISAPUR POST BABDEO TA MOUDA,zppsisapur301@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Isapur,Anjangaon,Mouda
1340,"Z.P.PS, KUMBHARI",27090703401,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",KUMBHARI,441104.0,AT KUMBHARI POST MOUDA TA MOUDA,zppskumbharimouda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Kumbhari,Dhamangaon,Mouda
1341,"BHARTIY VIDYA BHAWANS SCHOOL, NTPC KUMBHARI",27090703402,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",KUMBHARI,441104.0,"Bhavans NTPC Vidya Mandir, NTPC Township, Utkarsh Nagar, Ramtek Road, Mouda, Nagpur-441104",principal.ntpc47@gmail.com,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1–12,Rural,Operational,Kumbhari,Dhamangaon,Mouda
1342,"Z.P.PS ,NAVEGAON(KORAD)",27090703501,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, AAJANGAON ",NAVEGAON(KORAD),441104.0,AT NAVEGAON KORAD POST MARODI TA MOUDA,zppsnavegaonmouda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Nawegaon (Korad),Lapka,Mouda
1343,"Z.P.PS, DHANLA",27090703601,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",DHANLA,441104.0,At Dhanla Post Dhanla Tah Mouda Dist Nagpur,dhanlazpps@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Dhanla,Dhanla,Mouda
1344,"SARVODAYA VDY., DHANLA",27090703602,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",DHANLA,441104.0,AT PO DHANLA TA MOUDA DIST NAGPUR ,sarvodayavidyalayadhanla1981@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Dhanla,Dhanla,Mouda
1345,"Z.P.UPS ,PIPARI",27090703701,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",PIPARI,441104.0,AT Pipri Post Dhanla Tah Mouda Dist Nagpur,belegajaan64@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pipari,Pipri,Mouda
1346,"YASHWANT VDY., PIPARI",27090703702,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",PIPARI,441104.0,AT PIPRI PO DHANLA TAH MOUDA DIST NAGPUR,anitacharade75@gmail.com,Other State Govt. Managed,Upper Pr. and Secondary,3-Co-educational,8–10,Rural,Operational,Pipari,Pipri,Mouda
1347,"PM SHRI Z.P.UPS, DAHEGAON",27090703801,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",DAHEGAON,441104.0,AT DAHEGAON PO DHANLA TA MOUDA DI NAGPUR,zpupsdahegaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Dahegaon,Dahegaon,Mouda
1348,"ADARSHA VDY. ,DAHEGAON",27090703802,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",DAHEGAON,441104.0,Dahegao Post Dhanla Tah. Mouda Dist. Nagpur,adarshvidyalayadahegaon@gmail.com,Other State Govt. Managed,Upper Pr. and Secondary,3-Co-educational,8–10,Rural,Operational,Dahegaon,Dahegaon,Mouda
1349,"Z.P.PS ,CHICHOLI",27090703901,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",CHICHOLI,441104.0,At chicoli post Dhanla Tah Mouda Dist Nagpur 441104,z.ppschicholi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chicholi,Chicholi,Mouda
1350,"Z.P. PRIMARY SEMI ENGLISH SCHOOL, BHOWARI",27090704001,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",BHOWARI,441104.0,"At Bhowari, Post Niharwani Tah. Mouda Dist- nagpur",zppsbhowari@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bhowari,Dahegaon,Mouda
1351,"Z.P.PS ,KHANDALA(PIPARI)",27090704101,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",KHANDALA(PIPARI),441104.0,AT KHANDALA PIPRI PO REvRAL TA MOUDA DI NAGPUR,zppschoolkhandala@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Khandala ( Pipari),Pipri,Mouda
1352,"Z.P.PS ,SUNDARGAON",27090704201,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",SUNDARGAON,441104.0,At. Sundargao Post- Dhanla Tah- Mouda Dist- Nagpur,rp20130802@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bhokara (Sundargaon),Mangliteli,Mouda
1353,"Z.P.PS, CHARBHA",27090704301,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",CHARBHA,441104.0,AT CHARBHA PO REVRAL TA MOUDA DI NAGPUR ,varsha2903patil@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Charbha,Pipri,Mouda
1354,"Z.P.PS, INDIRANAGAR(DHANLA)",27090704401,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.PS, DHANLA ",INDIRANAGAR(DHANLA),441104.0,At Indiranagar Dhanla Post Dhanla Tah Mouda Dist Nagpur 441104,ranjanaborkar1982@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dhanla,Dhanla,Mouda
1355,"Z.P.UPS, TARSA 1",27090704501,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, TARSA 1 ",TARSA,441106.0,AT TARSA TAH MOUDA DIST NAGPUR,,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Tarsa,Tarsa,Mouda
1356,"Z.P.UPS ,TARSA 2",27090704502,MAHARASHTRA,NAGPUR,MOUDA,,TARSA,441106.0,"AT POST TARSA TAHSIL MOUDA, DISTRICT NAGPUR PIN CODE NO. 441106",,Local Body,Primary with Upper Primary,2-Girls,1–7,Rural,Merged,Tarsa,Tarsa,Mouda
1357,"JANTA HS, TARSA",27090704503,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, TARSA 1 ",TARSA,441106.0,AT TARSA TAH MOUDA DIST NAGPUR,hmjhstarsa1983@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Tarsa,Tarsa,Mouda
1358,"VIDYA GANGA PUBLIC UPS, TARSA",27090704504,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, TARSA 1 ",TARSA,441106.0,AT TARSA TAH MOUDA DIST NAGPUR,vidyaganga777@rediffmail.com,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Tarsa,Tarsa,Mouda
1359,"JANTA CONVENT SCHOOL, TARSA",27090704505,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, TARSA 1 ",TARSA,441106.0,AT TARSA TAH MOUDA DIST NAGPUR,jantaconv@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Rural,Operational,Tarsa,Tarsa,Mouda
1360,"NIMBUS POINT SCHOOL, TARSA",27090704506,MAHARASHTRA,NAGPUR,MOUDA,"Z.P.UPS, TARSA 1 ",TARSA,441106.0,AT TARSA CHOWK TAH MOUDA DIST NAGPUR,,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Rural,Operational,Tarsa,Tarsa,Mouda
