Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
2210,"Z.P. UPS, GUMGAON",27091001101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",GUMGAON,441122.0,"GUMGAON, TAH. HINGNA, DIST. NAGPUR",zppsgumgaon@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Gumgaon,Gumgaon,Hingna
2211,"Z.P. UPS, KANHOLIBARA",27091001201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",KANHOLIBARA,441110.0,"KANHOLIBARA, TAH. HINGNA, DIST. NAGPUR",zppskanholibara@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Kanholibara,Kanholibara,Hingna
2212,"Z.P. PS (BOYS), HINGNA NO. 5",27091001301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",HINGNA,441110.0,"AT POST HINGNA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.hingna13@gmail.com,Local Body,Primary,Boys,1–5,Urban,Operational,Hingna,Hingna,Hingna
2213,"Z.P. PS (GIRLS), WANADONGRI NO. 4",27091001401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",WANADONGRI,441110.0,"AT POST WANADONGRI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.wanadongri14@gmail.com,Local Body,Primary,Girls,1–5,Urban,Operational,Wanadongri,Wanadongri,Hingna
2214,"SARASWATI VIDYALAYA, RAIPUR",27091001501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",RAIPUR,441110.0,"AT POST RAIPUR, TAH. HINGNA, DIST. NAGPUR - 441110",sch.raipur15@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Urban,Operational,Raipur,Raipur,Hingna
2215,"SHARADA CONVENT, SUKALI",27091001601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",SUKALI,441110.0,"AT POST SUKALI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sukali16@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Sukali,Sukali,Hingna
2216,"MODEL SCHOOL, KHAIRI PANNASE",27091001701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",KHAIRI PANNASE,441110.0,"AT POST KHAIRI PANNASE, TAH. HINGNA, DIST. NAGPUR - 441110",sch.khairipannase17@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Khairi Pannase,Khairi Pannase,Hingna
2217,"Z.P. HIGH SCHOOL, ADEGAON",27091001801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, ADEGAON",ADEGAON,441110.0,"AT POST ADEGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.adegaon18@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Adegaon,Adegaon,Hingna
2218,"NATIONAL HIGH SCHOOL, DEVALI AMGAON",27091001901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",DEVALI AMGAON,441110.0,"AT POST DEVALI AMGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.devaliamgaon19@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Devali Amgaon,Devali Amgaon,Hingna
2219,"MAHATMA GANDHI VIDYALAYA, GUMGAON NO. 2",27091002001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",GUMGAON,441122.0,"AT POST GUMGAON, TAH. HINGNA, DIST. NAGPUR - 441122",sch.gumgaon20@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Gumgaon,Gumgaon,Hingna
2220,"Z.P. PS, KANHOLIBARA NO. 2",27091002101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",KANHOLIBARA,441110.0,"AT POST KANHOLIBARA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kanholibara21@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Kanholibara,Kanholibara,Hingna
2221,"Z.P. UPS, KAVADAS",27091002201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KAVADAS",KAVADAS,441110.0,"AT POST KAVADAS, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kavadas22@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Kavadas,Kavadas,Hingna
2222,"Z.P. PS (BOYS), MOHAGAON",27091002301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",MOHAGAON,441110.0,"AT POST MOHAGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.mohagaon23@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Mohagaon,Mohagaon,Hingna
2223,"Z.P. PS (GIRLS), SAWANGI AASOLA",27091002401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, SAWANGI (AASOLA)",SAWANGI AASOLA,441110.0,"AT POST SAWANGI AASOLA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sawangiaasola24@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Sawangi Aasola,Sawangi Aasola,Hingna
2224,"SARASWATI VIDYALAYA, TAKALGHAT NO. 2",27091002501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, TAKALGHAT",TAKALGHAT,441122.0,"AT POST TAKALGHAT, TAH. HINGNA, DIST. NAGPUR - 441122",sch.takalghat25@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Takalghat,Takalghat,Hingna
2225,"SHARADA CONVENT, WAGHADARA",27091002601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",WAGHADARA,441110.0,"AT POST WAGHADARA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.waghadara26@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Urban,Operational,Waghadara,Waghadara,Hingna
2226,"MODEL SCHOOL, CRPF CAMPUS NO. 2",27091002701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",CRPF CAMPUS,440019.0,"AT POST CRPF CAMPUS, TAH. HINGNA, DIST. NAGPUR - 440019",sch.crpfcampus27@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Urban,Operational,Crpf Campus,Crpf Campus,Hingna
2227,"Z.P. HIGH SCHOOL, MIDC HINGNA NO. 2",27091002801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",MIDC HINGNA,440028.0,"AT POST MIDC HINGNA, TAH. HINGNA, DIST. NAGPUR - 440028",sch.midchingna28@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Urban,Operational,Midc Hingna,Midc Hingna,Hingna
2228,"NATIONAL HIGH SCHOOL, MONDHA",27091002901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, ADEGAON",MONDHA,441110.0,"AT POST MONDHA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.mondha29@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Mondha,Mondha,Hingna
2229,"MAHATMA GANDHI VIDYALAYA, ISASANI",27091003001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",ISASANI,441110.0,"AT POST ISASANI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.isasani30@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Urban,Operational,Isasani,Isasani,Hingna
2230,"Z.P. PS, DIGDOH",27091003101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",DIGDOH,440016.0,"AT POST DIGDOH, TAH. HINGNA, DIST. NAGPUR - 440016",sch.digdoh31@gmail.com,Local Body,Primary,Co-educational,1–4,Urban,Operational,Digdoh,Digdoh,Hingna
2231,"Z.P. UPS, NILDOH",27091003201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",NILDOH,440016.0,"AT POST NILDOH, TAH. HINGNA, DIST. NAGPUR - 440016",sch.nildoh32@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Urban,Operational,Nildoh,Nildoh,Hingna
2232,"Z.P. PS (BOYS), ALAGONDHI",27091003301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",ALAGONDHI,441110.0,"AT POST ALAGONDHI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.alagondhi33@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Alagondhi,Alagondhi,Hingna
2233,"Z.P. PS (GIRLS), AMGAON DEVALI",27091003401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",AMGAON DEVALI,441110.0,"AT POST AMGAON DEVALI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.amgaondevali34@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Amgaon Devali,Amgaon Devali,Hingna
2234,"SARASWATI VIDYALAYA, ASOLA",27091003501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, SAWANGI (AASOLA)",ASOLA,441110.0,"AT POST ASOLA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.asola35@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Asola,Asola,Hingna
2235,"SHARADA CONVENT, BHANSI",27091003601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",BHANSI,441110.0,"AT POST BHANSI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.bhansi36@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Bhansi,Bhansi,Hingna
2236,"MODEL SCHOOL, BORGAON",27091003701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",BORGAON,441110.0,"AT POST BORGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.borgaon37@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Borgaon,Borgaon,Hingna
2237,"Z.P. HIGH SCHOOL, CHIKHALI",27091003801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KAVADAS",CHIKHALI,441110.0,"AT POST CHIKHALI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.chikhali38@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Chikhali,Chikhali,Hingna
2238,"NATIONAL HIGH SCHOOL, DAHEGAON",27091003901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",DAHEGAON,441122.0,"AT POST DAHEGAON, TAH. HINGNA, DIST. NAGPUR - 441122",sch.dahegaon39@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Dahegaon,Dahegaon,Hingna
2239,"MAHATMA GANDHI VIDYALAYA, DANGARPUR",27091004001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, TAKALGHAT",DANGARPUR,441122.0,"AT POST DANGARPUR, TAH. HINGNA, DIST. NAGPUR - 441122",sch.dangarpur40@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Dangarpur,Dangarpur,Hingna
2240,"Z.P. PS, DHANOLI",27091004101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",DHANOLI,441110.0,"AT POST DHANOLI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.dhanoli41@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Dhanoli,Dhanoli,Hingna
2241,"Z.P. UPS, GODHANI",27091004201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",GODHANI,441110.0,"AT POST GODHANI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.godhani42@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Godhani,Godhani,Hingna
2242,"Z.P. PS (BOYS), KANDRI",27091004301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",KANDRI,441122.0,"AT POST KANDRI, TAH. HINGNA, DIST. NAGPUR - 441122",sch.kandri43@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Kandri,Kandri,Hingna
2243,"Z.P. PS (GIRLS), KHADAKI",27091004401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, ADEGAON",KHADAKI,441110.0,"AT POST KHADAKI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.khadaki44@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Khadaki,Khadaki,Hingna
2244,"SARASWATI VIDYALAYA, KINHI",27091004501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",KINHI,441110.0,"AT POST KINHI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kinhi45@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kinhi,Kinhi,Hingna
2245,"SHARADA CONVENT, KOLAR",27091004601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",KOLAR,441110.0,"AT POST KOLAR, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kolar46@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Kolar,Kolar,Hingna
2246,"MODEL SCHOOL, LONARA",27091004701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",LONARA,441110.0,"AT POST LONARA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.lonara47@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Lonara,Lonara,Hingna
2247,"Z.P. HIGH SCHOOL, MAHURZARI",27091004801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",MAHURZARI,441110.0,"AT POST MAHURZARI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.mahurzari48@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Mahurzari,Mahurzari,Hingna
2248,"NATIONAL HIGH SCHOOL, MANGARUL",27091004901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, SAWANGI (AASOLA)",MANGARUL,441110.0,"AT POST MANGARUL, TAH. HINGNA, DIST. NAGPUR - 441110",sch.mangarul49@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Mangarul,Mangarul,Hingna
2249,"MAHATMA GANDHI VIDYALAYA, NAGALWADI",27091005001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KAVADAS",NAGALWADI,441110.0,"AT POST NAGALWADI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.nagalwadi50@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Nagalwadi,Nagalwadi,Hingna
2250,"Z.P. PS, PACHGAON",27091005101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, TAKALGHAT",PACHGAON,441122.0,"AT POST PACHGAON, TAH. HINGNA, DIST. NAGPUR - 441122",sch.pachgaon51@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Pachgaon,Pachgaon,Hingna
2251,"Z.P. UPS, PIPLA",27091005201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",PIPLA,441122.0,"AT POST PIPLA, TAH. HINGNA, DIST. NAGPUR - 441122",sch.pipla52@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Pipla,Pipla,Hingna
2252,"Z.P. PS (BOYS), SALAI DABHA",27091005301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",SALAI DABHA,441110.0,"AT POST SALAI DABHA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.salaidabha53@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Salai Dabha,Salai Dabha,Hingna
2253,"Z.P. PS (GIRLS), SAMBA",27091005401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, ADEGAON",SAMBA,441110.0,"AT POST SAMBA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.samba54@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Samba,Samba,Hingna
2254,"SARASWATI VIDYALAYA, SITAGONDHI",27091005501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",SITAGONDHI,441110.0,"AT POST SITAGONDHI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sitagondhi55@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Sitagondhi,Sitagondhi,Hingna
2255,"SHARADA CONVENT, SONKHAMB",27091005601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",SONKHAMB,441110.0,"AT POST SONKHAMB, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sonkhamb56@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Sonkhamb,Sonkhamb,Hingna
2256,"MODEL SCHOOL, TURKMARI",27091005701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, SAWANGI (AASOLA)",TURKMARI,441110.0,"AT POST TURKMARI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.turkmari57@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Turkmari,Turkmari,Hingna
2257,"Z.P. HIGH SCHOOL, UKHALI",27091005801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",UKHALI,441110.0,"AT POST UKHALI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.ukhali58@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Ukhali,Ukhali,Hingna
2258,"NATIONAL HIGH SCHOOL, VILAM",27091005901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, TAKALGHAT",VILAM,441122.0,"AT POST VILAM, TAH. HINGNA, DIST. NAGPUR - 441122",sch.vilam59@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Vilam,Vilam,Hingna
2259,"MAHATMA GANDHI VIDYALAYA, YERLA",27091006001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",YERLA,441110.0,"AT POST YERLA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.yerla60@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Yerla,Yerla,Hingna
2260,"Z.P. PS, HINGNA NO. 6",27091006101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",HINGNA,441110.0,"AT POST HINGNA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.hingna61@gmail.com,Local Body,Primary,Co-educational,1–4,Urban,Operational,Hingna,Hingna,Hingna
2261,"Z.P. UPS, WANADONGRI NO. 5",27091006201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, WANADONGRI",WANADONGRI,441110.0,"AT POST WANADONGRI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.wanadongri62@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Urban,Operational,Wanadongri,Wanadongri,Hingna
2262,"Z.P. PS (BOYS), RAIPUR NO. 2",27091006301,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",RAIPUR,441110.0,"AT POST RAIPUR, TAH. HINGNA, DIST. NAGPUR - 441110",sch.raipur63@gmail.com,Local Body,Primary,Boys,1–5,Urban,Operational,Raipur,Raipur,Hingna
2263,"Z.P. PS (GIRLS), SUKALI NO. 2",27091006401,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",SUKALI,441110.0,"AT POST SUKALI, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sukali64@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Sukali,Sukali,Hingna
2264,"SARASWATI VIDYALAYA, KHAIRI PANNASE NO. 2",27091006501,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, HINGNA",KHAIRI PANNASE,441110.0,"AT POST KHAIRI PANNASE, TAH. HINGNA, DIST. NAGPUR - 441110",sch.khairipannase65@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Khairi Pannase,Khairi Pannase,Hingna
2265,"SHARADA CONVENT, ADEGAON NO. 2",27091006601,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, ADEGAON",ADEGAON,441110.0,"AT POST ADEGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.adegaon66@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Adegaon,Adegaon,Hingna
2266,"MODEL SCHOOL, DEVALI AMGAON NO. 2",27091006701,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, DEVALI(AMGAON)",DEVALI AMGAON,441110.0,"AT POST DEVALI AMGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.devaliamgaon67@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Devali Amgaon,Devali Amgaon,Hingna
2267,"Z.P. HIGH SCHOOL, GUMGAON NO. 3",27091006801,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, GUMGAON",GUMGAON,441122.0,"AT POST GUMGAON, TAH. HINGNA, DIST. NAGPUR - 441122",sch.gumgaon68@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Gumgaon,Gumgaon,Hingna
2268,"NATIONAL HIGH SCHOOL, KANHOLIBARA NO. 3",27091006901,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KANHOLIBARA",KANHOLIBARA,441110.0,"AT POST KANHOLIBARA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kanholibara69@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Kanholibara,Kanholibara,Hingna
2269,"MAHATMA GANDHI VIDYALAYA, KAVADAS NO. 2",27091007001,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, KAVADAS",KAVADAS,441110.0,"AT POST KAVADAS, TAH. HINGNA, DIST. NAGPUR - 441110",sch.kavadas70@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kavadas,Kavadas,Hingna
2270,"Z.P. PS, MOHAGAON NO. 2",27091007101,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, MOHAGAON",MOHAGAON,441110.0,"AT POST MOHAGAON, TAH. HINGNA, DIST. NAGPUR - 441110",sch.mohagaon71@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Mohagaon,Mohagaon,Hingna
2271,"Z.P. UPS, SAWANGI AASOLA NO. 2",27091007201,MAHARASHTRA,NAGPUR,HINGNA,"Z.P. PS, SAWANGI (AASOLA)",SAWANGI AASOLA,441110.0,"AT POST SAWANGI AASOLA, TAH. HINGNA, DIST. NAGPUR - 441110",sch.sawangiaasola72@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Sawangi Aasola,Sawangi Aasola,Hingna
