Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
2510,"Z.P. PS, KALMESHWAR NO. 7",27090301101,MAHARASHTRA,NAGPUR,KALMESHWAR,KALMESHWAR,KALMESHWAR,441501.0,"AT POST KALMESHWAR, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.kalmeshwar11@gmail.com,Local Body,Primary,Co-educational,1–4,Urban,Operational,Kalmeshwar,Kalmeshwar,Kalmeshwar
2511,"Z.P. UPS, MOHPA NO. 2",27090301201,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,MOHPA,441502.0,"AT POST MOHPA, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.mohpa12@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Urban,Operational,Mohpa,Mohpa,Kalmeshwar
2512,"Z.P. PS (BOYS), DHAPEWADA NO. 2",27090301301,MAHARASHTRA,NAGPUR,KALMESHWAR,DHAPEWADA,DHAPEWADA,441501.0,"AT POST DHAPEWADA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dhapewada13@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Dhapewada,Dhapewada,Kalmeshwar
2513,"Z.P. PS (GIRLS), BRAMHANI NO. 2",27090301401,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,BRAMHANI,441501.0,"AT POST BRAMHANI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.bramhani14@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Bramhani,Bramhani,Kalmeshwar
2514,"SARASWATI VIDYALAYA, PARSODI",27090301501,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,PARSODI,441501.0,"AT POST PARSODI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.parsodi15@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Parsodi,Parsodi,Kalmeshwar
2515,"SHARADA CONVENT, SELU",27090301601,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,SELU,441501.0,"AT POST SELU, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.selu16@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Selu,Selu,Kalmeshwar
2516,"MODEL SCHOOL, SUSUNDRI",27090301701,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,SUSUNDRI,441501.0,"AT POST SUSUNDRI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.susundri17@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Susundri,Susundri,Kalmeshwar
2517,"Z.P. HIGH SCHOOL, TISHTI NO. 2",27090301801,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),TISHTI (BU),441501.0,"AT POST TISHTI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.tishti18@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Tishti,Tishti,Kalmeshwar
2518,"NATIONAL HIGH SCHOOL, UBALI",27090301901,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,UBALI,441501.0,"AT POST UBALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ubali19@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Ubali,Ubali,Kalmeshwar
2519,"MAHATMA GANDHI VIDYALAYA, UPARWAHI",27090302001,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,UPARWAHI,441501.0,"AT POST UPARWAHI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.uparwahi20@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Uparwahi,Uparwahi,Kalmeshwar
2520,"Z.P. PS, ADASA",27090302101,MAHARASHTRA,NAGPUR,KALMESHWAR,DHAPEWADA,ADASA,441501.0,"AT POST ADASA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.adasa21@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Adasa,Adasa,Kalmeshwar
2521,"Z.P. UPS, AMBHADA",27090302201,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,AMBHADA,441501.0,"AT POST AMBHADA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ambhada22@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Ambhada,Ambhada,Kalmeshwar
2522,"Z.P. PS (BOYS), BELONA",27090302301,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,BELONA,441502.0,"AT POST BELONA, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.belona23@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Belona,Belona,Kalmeshwar
2523,"Z.P. PS (GIRLS), BORGAON",27090302401,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,BORGAON,441501.0,"AT POST BORGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.borgaon24@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Borgaon,Borgaon,Kalmeshwar
2524,"SARASWATI VIDYALAYA, CHIKHALI",27090302501,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,CHIKHALI,441501.0,"AT POST CHIKHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.chikhali25@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Chikhali,Chikhali,Kalmeshwar
2525,"SHARADA CONVENT, DAHEGAON",27090302601,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,DAHEGAON,441501.0,"AT POST DAHEGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dahegaon26@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Dahegaon,Dahegaon,Kalmeshwar
2526,"MODEL SCHOOL, DHAMANGAON",27090302701,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),DHAMANGAON,441501.0,"AT POST DHAMANGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dhamangaon27@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Dhamangaon,Dhamangaon,Kalmeshwar
2527,"Z.P. HIGH SCHOOL, GHOGHALI",27090302801,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,GHOGHALI,441501.0,"AT POST GHOGHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ghoghali28@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Ghoghali,Ghoghali,Kalmeshwar
2528,"NATIONAL HIGH SCHOOL, GONHI",27090302901,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,GONHI,441501.0,"AT POST GONHI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.gonhi29@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Gonhi,Gonhi,Kalmeshwar
2529,"MAHATMA GANDHI VIDYALAYA, HARANKHURI",27090303001,MAHARASHTRA,NAGPUR,KALMESHWAR,KALMESHWAR,HARANKHURI,441501.0,"AT POST HARANKHURI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.harankhuri30@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Harankhuri,Harankhuri,Kalmeshwar
2530,"Z.P. PS, KHAPRI",27090303101,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,KHAPRI,441501.0,"AT POST KHAPRI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.khapri31@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Khapri,Khapri,Kalmeshwar
2531,"Z.P. UPS, KOHALI",27090303201,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,KOHALI,441502.0,"AT POST KOHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.kohali32@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Kohali,Kohali,Kalmeshwar
2532,"Z.P. PS (BOYS), KUKDI",27090303301,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,KUKDI,441501.0,"AT POST KUKDI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.kukdi33@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Kukdi,Kukdi,Kalmeshwar
2533,"Z.P. PS (GIRLS), LINGA",27090303401,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,LINGA,441501.0,"AT POST LINGA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.linga34@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Linga,Linga,Kalmeshwar
2534,"SARASWATI VIDYALAYA, LONKHAI",27090303501,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,LONKHAI,441501.0,"AT POST LONKHAI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.lonkhai35@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Lonkhai,Lonkhai,Kalmeshwar
2535,"SHARADA CONVENT, MANDVI",27090303601,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),MANDVI,441501.0,"AT POST MANDVI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.mandvi36@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Mandvi,Mandvi,Kalmeshwar
2536,"MODEL SCHOOL, NANDORA",27090303701,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,NANDORA,441501.0,"AT POST NANDORA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.nandora37@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Nandora,Nandora,Kalmeshwar
2537,"Z.P. HIGH SCHOOL, PIPLA",27090303801,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,PIPLA,441501.0,"AT POST PIPLA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.pipla38@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Pipla,Pipla,Kalmeshwar
2538,"NATIONAL HIGH SCHOOL, SAWANGI",27090303901,MAHARASHTRA,NAGPUR,KALMESHWAR,KALMESHWAR,SAWANGI,441501.0,"AT POST SAWANGI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.sawangi39@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Sawangi,Sawangi,Kalmeshwar
2539,"MAHATMA GANDHI VIDYALAYA, SONPUR",27090304001,MAHARASHTRA,NAGPUR,KALMESHWAR,DHAPEWADA,SONPUR,441501.0,"AT POST SONPUR, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.sonpur40@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Sonpur,Sonpur,Kalmeshwar
2540,"Z.P. PS, TELKAMDHI",27090304101,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,TELKAMDHI,441501.0,"AT POST TELKAMDHI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.telkamdhi41@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Telkamdhi,Telkamdhi,Kalmeshwar
2541,"Z.P. UPS, UBARWADI",27090304201,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,UBARWADI,441502.0,"AT POST UBARWADI, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.ubarwadi42@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Ubarwadi,Ubarwadi,Kalmeshwar
2542,"Z.P. PS (BOYS), WADAD",27090304301,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,WADAD,441501.0,"AT POST WADAD, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.wadad43@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Wadad,Wadad,Kalmeshwar
2543,"Z.P. PS (GIRLS), WATHODA",27090304401,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,WATHODA,441501.0,"AT POST WATHODA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.wathoda44@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Wathoda,Wathoda,Kalmeshwar
2544,"SARASWATI VIDYALAYA, ZILPA",27090304501,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,ZILPA,441501.0,"AT POST ZILPA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.zilpa45@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Zilpa,Zilpa,Kalmeshwar
2545,"SHARADA CONVENT, KALMESHWAR NO. 8",27090304601,MAHARASHTRA,NAGPUR,KALMESHWAR,KALMESHWAR,KALMESHWAR,441501.0,"AT POST KALMESHWAR, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.kalmeshwar46@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Urban,Operational,Kalmeshwar,Kalmeshwar,Kalmeshwar
2546,"MODEL SCHOOL, MOHPA NO. 3",27090304701,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,MOHPA,441502.0,"AT POST MOHPA, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.mohpa47@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Urban,Operational,Mohpa,Mohpa,Kalmeshwar
2547,"Z.P. HIGH SCHOOL, DHAPEWADA NO. 3",27090304801,MAHARASHTRA,NAGPUR,KALMESHWAR,DHAPEWADA,DHAPEWADA,441501.0,"AT POST DHAPEWADA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dhapewada48@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Dhapewada,Dhapewada,Kalmeshwar
2548,"NATIONAL HIGH SCHOOL, BRAMHANI NO. 3",27090304901,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,BRAMHANI,441501.0,"AT POST BRAMHANI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.bramhani49@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Bramhani,Bramhani,Kalmeshwar
2549,"MAHATMA GANDHI VIDYALAYA, PARSODI NO. 2",27090305001,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,PARSODI,441501.0,"AT POST PARSODI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.parsodi50@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Parsodi,Parsodi,Kalmeshwar
2550,"Z.P. PS, SELU NO. 2",27090305101,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,SELU,441501.0,"AT POST SELU, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.selu51@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Selu,Selu,Kalmeshwar
2551,"Z.P. UPS, SUSUNDRI NO. 2",27090305201,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,SUSUNDRI,441501.0,"AT POST SUSUNDRI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.susundri52@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Susundri,Susundri,Kalmeshwar
2552,"Z.P. PS (BOYS), TISHTI NO. 3",27090305301,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),TISHTI (BU),441501.0,"AT POST TISHTI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.tishti53@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Tishti,Tishti,Kalmeshwar
2553,"Z.P. PS (GIRLS), UBALI NO. 2",27090305401,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,UBALI,441501.0,"AT POST UBALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ubali54@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Ubali,Ubali,Kalmeshwar
2554,"SARASWATI VIDYALAYA, UPARWAHI NO. 2",27090305501,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,UPARWAHI,441501.0,"AT POST UPARWAHI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.uparwahi55@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Uparwahi,Uparwahi,Kalmeshwar
2555,"SHARADA CONVENT, ADASA NO. 2",27090305601,MAHARASHTRA,NAGPUR,KALMESHWAR,DHAPEWADA,ADASA,441501.0,"AT POST ADASA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.adasa56@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Adasa,Adasa,Kalmeshwar
2556,"MODEL SCHOOL, AMBHADA NO. 2",27090305701,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,AMBHADA,441501.0,"AT POST AMBHADA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ambhada57@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Ambhada,Ambhada,Kalmeshwar
2557,"Z.P. HIGH SCHOOL, BELONA NO. 2",27090305801,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,BELONA,441502.0,"AT POST BELONA, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.belona58@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Belona,Belona,Kalmeshwar
2558,"NATIONAL HIGH SCHOOL, BORGAON NO. 2",27090305901,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,BORGAON,441501.0,"AT POST BORGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.borgaon59@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Borgaon,Borgaon,Kalmeshwar
2559,"MAHATMA GANDHI VIDYALAYA, CHIKHALI NO. 2",27090306001,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,CHIKHALI,441501.0,"AT POST CHIKHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.chikhali60@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Chikhali,Chikhali,Kalmeshwar
2560,"Z.P. PS, DAHEGAON NO. 2",27090306101,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,DAHEGAON,441501.0,"AT POST DAHEGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dahegaon61@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Dahegaon,Dahegaon,Kalmeshwar
2561,"Z.P. UPS, DHAMANGAON NO. 2",27090306201,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),DHAMANGAON,441501.0,"AT POST DHAMANGAON, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.dhamangaon62@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Dhamangaon,Dhamangaon,Kalmeshwar
2562,"Z.P. PS (BOYS), GHOGHALI NO. 2",27090306301,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,GHOGHALI,441501.0,"AT POST GHOGHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.ghoghali63@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Ghoghali,Ghoghali,Kalmeshwar
2563,"Z.P. PS (GIRLS), GONHI NO. 2",27090306401,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,GONHI,441501.0,"AT POST GONHI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.gonhi64@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Gonhi,Gonhi,Kalmeshwar
2564,"SARASWATI VIDYALAYA, HARANKHURI NO. 2",27090306501,MAHARASHTRA,NAGPUR,KALMESHWAR,KALMESHWAR,HARANKHURI,441501.0,"AT POST HARANKHURI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.harankhuri65@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Harankhuri,Harankhuri,Kalmeshwar
2565,"SHARADA CONVENT, KHAPRI NO. 2",27090306601,MAHARASHTRA,NAGPUR,KALMESHWAR,BRAMHANI,KHAPRI,441501.0,"AT POST KHAPRI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.khapri66@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Khapri,Khapri,Kalmeshwar
2566,"MODEL SCHOOL, KOHALI NO. 2",27090306701,MAHARASHTRA,NAGPUR,KALMESHWAR,MOHPA,KOHALI,441502.0,"AT POST KOHALI, TAH. KALMESHWAR, DIST. NAGPUR - 441502",sch.kohali67@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kohali,Kohali,Kalmeshwar
2567,"Z.P. HIGH SCHOOL, KUKDI NO. 2",27090306801,MAHARASHTRA,NAGPUR,KALMESHWAR,PARSODI,KUKDI,441501.0,"AT POST KUKDI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.kukdi68@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Kukdi,Kukdi,Kalmeshwar
2568,"NATIONAL HIGH SCHOOL, LINGA NO. 2",27090306901,MAHARASHTRA,NAGPUR,KALMESHWAR,SELU,LINGA,441501.0,"AT POST LINGA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.linga69@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Linga,Linga,Kalmeshwar
2569,"MAHATMA GANDHI VIDYALAYA, LONKHAI NO. 2",27090307001,MAHARASHTRA,NAGPUR,KALMESHWAR,SUSUNDRI,LONKHAI,441501.0,"AT POST LONKHAI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.lonkhai70@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Lonkhai,Lonkhai,Kalmeshwar
2570,"Z.P. PS, MANDVI NO. 2",27090307101,MAHARASHTRA,NAGPUR,KALMESHWAR,TISHTI(BU),MANDVI,441501.0,"AT POST MANDVI, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.mandvi71@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Mandvi,Mandvi,Kalmeshwar
2571,"Z.P. UPS, NANDORA NO. 2",27090307201,MAHARASHTRA,NAGPUR,KALMESHWAR,UBALI,NANDORA,441501.0,"AT POST NANDORA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.nandora72@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Nandora,Nandora,Kalmeshwar
2572,"Z.P. PS (BOYS), PIPLA NO. 2",27090307301,MAHARASHTRA,NAGPUR,KALMESHWAR,UPARWAHI,PIPLA,441501.0,"AT POST PIPLA, TAH. KALMESHWAR, DIST. NAGPUR - 441501",sch.pipla73@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Pipla,Pipla,Kalmeshwar
