Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1711,"DELHI PUBLIC SCHOOL, KAMPTEE ROAD",27090501201,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",dpskampteerd@gmail.com,Private Unaided,Secondary with Higher Secondary,3-Co-educational,1–12,Urban,Operational,Kamptee,Kamptee,Kamptee
1712,"SWAMI AWADHESHANAND PUBLIC SCHOOL, KAMPTEE",27090501301,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",swamiawadheshanand@gmail.com,Private Unaided,Secondary,3-Co-educational,1–10,Urban,Operational,Kamptee,Kamptee,Kamptee
1713,"ST. GIANELLI CONVENT SCHOOL, KAMPTEE",27090501401,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",stgianelliconvent@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,Kamptee,Kamptee,Kamptee
1714,"JANHVI CONVENT, KAMPTEE",27090501501,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",janhviconventkamptee@gmail.com,Private Unaided,Primary,3-Co-educational,1–5,Urban,Operational,Kamptee,Kamptee,Kamptee
1715,"AVINASH HIGH SCHOOL, KAMPTEE",27090501601,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",avinashhighschool@gmail.com,Private Aided,Secondary,3-Co-educational,5–10,Urban,Operational,Kamptee,Kamptee,Kamptee
1716,"BRIGHT SCHOLARS SCHOOL, KAMPTEE",27090501701,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",brightscholarskamptee@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,Kamptee,Kamptee,Kamptee
1717,"BAL KRISHNA VIDYA MANDIR, KAMPTEE",27090501801,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR",balkrishnavm@gmail.com,Private Aided,Secondary,3-Co-educational,1–10,Urban,Operational,Kamptee,Kamptee,Kamptee
1718,"Z.P. UPS, KORADI",27090501901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KORADI,441111.0,"KORADI, TAH. KAMPTEE, DIST. NAGPUR",zppskoradi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,Koradi,Koradi,Kamptee
1719,"Z.P. HIGH SCHOOL, MAHADULA",27090502001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",MAHADULA,441111.0,"MAHADULA, TAH. KAMPTEE, DIST. NAGPUR",zphsmahadula@gmail.com,Local Body,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,Mahadula,Mahadula,Kamptee
1720,"VIDYUT BHAVAN HIGH SCHOOL, KORADI",27090502101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KORADI,441111.0,"KORADI, TAH. KAMPTEE, DIST. NAGPUR",vidyutkoradi@gmail.com,Private Aided,Secondary with Higher Secondary,3-Co-educational,5–12,Urban,Operational,Koradi,Koradi,Kamptee
1721,"Z.P. UPS, RAVIDAS NAGAR, YERKHEDA",27090502201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",YERKHEDA,441002.0,"YERKHEDA, TAH. KAMPTEE, DIST. NAGPUR",zppsyerkheda@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,Yerkheda,Yerkheda,Kamptee
1722,"Z.P. UPS, PAVANGAON",27090502301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",PAWANGAON,441202.0,"PAWANGAON, TAH. KAMPTEE, DIST. NAGPUR",zppspavangaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Pawangaon,Pawangaon,Kamptee
1723,"Z.P. PS, JIJAMATA NAGAR, BIDGAON",27090502401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",BIDGAON,440035.0,"BIDGAON, TAH. KAMPTEE, DIST. NAGPUR",zppsbidgaon@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bidgaon,Bidgaon,Kamptee
1724,"Z.P. UPS, NAGESHWARNAGAR, BIDGAON",27090502501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",BIDGAON,440035.0,"BIDGAON, TAH. KAMPTEE, DIST. NAGPUR",zppsnageshwar@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Bidgaon,Bidgaon,Kamptee
1725,"Z.P. UPS, BHILGAON",27090502601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",BHILGAON,440026.0,"BHILGAON, TAH. KAMPTEE, DIST. NAGPUR",zppsbhilgaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,Bhilgaon,Bhilgaon,Kamptee
1726,"Z.P. UPS, MAHALGAON",27090502701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",MAHALGAON,441202.0,"MAHALGAON, TAH. KAMPTEE, DIST. NAGPUR",zppsmahalgaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Mahalgaon,Mahalgaon,Kamptee
1727,"Z.P. PS, TEMASANA",27090502801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",TEMASANA,440035.0,"TEMASANA, TAH. KAMPTEE, DIST. NAGPUR",zppstemasana@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Temasana,Temasana,Kamptee
1728,"Z.P. PS, BHUGAON",27090502901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BHUGAON,441002.0,"BHUGAON, TAH. KAMPTEE, DIST. NAGPUR",zppsbhugaon@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bhugaon,Bhugaon,Kamptee
1729,"Z.P. PS, WADODA",27090503001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",WADODA,441202.0,"WADODA, TAH. KAMPTEE, DIST. NAGPUR",zppswadoda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Wadoda,Wadoda,Kamptee
1730,"MODEL SCHOOL, KAMPTEE NO. 15",27090503101,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"AT POST KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.kamptee31@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,Kamptee,Kamptee,Kamptee
1731,"Z.P. HIGH SCHOOL, CANTONMENT KAMPTEE NO. 4",27090503201,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",CANTONMENT KAMPTEE,441001.0,"AT POST CANTONMENT KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.cantonmentkamptee32@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Urban,Operational,Cantonment Kamptee,Cantonment Kamptee,Kamptee
1732,"Z.P. PS, DRAGON PALACE AREA NO. 2",27090503301,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",DRAGON PALACE AREA,441001.0,"AT POST DRAGON PALACE AREA, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.dragonpalacearea33@gmail.com,Local Body,Primary,3-Co-educational,1–4,Urban,Operational,Dragon Palace Area,Dragon Palace Area,Kamptee
1733,"Z.P. UPS, RANALA",27090503401,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",RANALA,441002.0,"AT POST RANALA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.ranala34@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Urban,Operational,Ranala,Ranala,Kamptee
1734,"Z.P. PS (BOYS), YERKHEDA NO. 2",27090503501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",YERKHEDA,441002.0,"AT POST YERKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.yerkheda35@gmail.com,Local Body,Primary,1-Boys,1–5,Urban,Operational,Yerkheda,Yerkheda,Kamptee
1735,"Z.P. PS (GIRLS), AADKA",27090503601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AADKA,441002.0,"AT POST AADKA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.aadka36@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Aadka,Aadka,Kamptee
1736,"SARASWATI VIDYALAYA, AAJNI",27090503701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AAJNI,441002.0,"AT POST AAJNI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.aajni37@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Aajni,Aajni,Kamptee
1737,"SHARADA CONVENT, AMBADI",27090503801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AMBADI,441002.0,"AT POST AMBADI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.ambadi38@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Ambadi,Ambadi,Kamptee
1738,"MODEL SCHOOL, ASALWADA",27090503901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",ASALWADA,441002.0,"AT POST ASALWADA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.asalwada39@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Asalwada,Asalwada,Kamptee
1739,"Z.P. HIGH SCHOOL, JAKHEGAON",27090504001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",JAKHEGAON,441002.0,"AT POST JAKHEGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.jakhegaon40@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Jakhegaon,Jakhegaon,Kamptee
1740,"Z.P. PS, DHARGAON",27090504101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",DHARGAON,441002.0,"AT POST DHARGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.dhargaon41@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dhargaon,Dhargaon,Kamptee
1741,"Z.P. UPS, BABULKHEDA",27090504201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",BABULKHEDA,441002.0,"AT POST BABULKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.babulkheda42@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Babulkheda,Babulkheda,Kamptee
1742,"Z.P. PS (BOYS), KORADI NO. 3",27090504301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KORADI,441111.0,"AT POST KORADI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.koradi43@gmail.com,Local Body,Primary,1-Boys,1–5,Urban,Operational,Koradi,Koradi,Kamptee
1743,"Z.P. PS (GIRLS), MAHADULA NO. 2",27090504401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",MAHADULA,441111.0,"AT POST MAHADULA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.mahadula44@gmail.com,Local Body,Primary,2-Girls,1–5,Urban,Operational,Mahadula,Mahadula,Kamptee
1744,"SARASWATI VIDYALAYA, KHAPARKHEDA",27090504501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KHAPARKHEDA,441111.0,"AT POST KHAPARKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.khaparkheda45@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,Khaparkheda,Khaparkheda,Kamptee
1745,"SHARADA CONVENT, PANJARA",27090504601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",PANJARA,441111.0,"AT POST PANJARA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.panjara46@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Panjara,Panjara,Kamptee
1746,"MODEL SCHOOL, LONKHAIRI",27090504701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",LONKHAIRI,441111.0,"AT POST LONKHAIRI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.lonkhairi47@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Lonkhairi,Lonkhairi,Kamptee
1747,"Z.P. HIGH SCHOOL, SURADEVI",27090504801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",SURADEVI,441111.0,"AT POST SURADEVI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.suradevi48@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Suradevi,Suradevi,Kamptee
1748,"Z.P. PS, NANDA",27090504901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",NANDA,441111.0,"AT POST NANDA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.nanda49@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nanda,Nanda,Kamptee
1749,"Z.P. UPS, KHAPA",27090505001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KHAPA,441111.0,"AT POST KHAPA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.khapa50@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Khapa,Khapa,Kamptee
1750,"Z.P. PS (BOYS), KHASALA",27090505101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",KHASALA,440026.0,"AT POST KHASALA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.khasala51@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Khasala,Khasala,Kamptee
1751,"Z.P. PS (GIRLS), BHILGAON NO. 2",27090505201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",BHILGAON,440026.0,"AT POST BHILGAON, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.bhilgaon52@gmail.com,Local Body,Primary,2-Girls,1–5,Urban,Operational,Bhilgaon,Bhilgaon,Kamptee
1752,"SARASWATI VIDYALAYA, CHICHOLI",27090505301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHICHOLI,440026.0,"AT POST CHICHOLI, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chicholi53@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Chicholi,Chicholi,Kamptee
1753,"SHARADA CONVENT, BORGAON",27090505401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",BORGAON,440026.0,"AT POST BORGAON, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.borgaon54@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Borgaon,Borgaon,Kamptee
1754,"MODEL SCHOOL, CHIKHALI",27090505501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHIKHALI,440026.0,"AT POST CHIKHALI, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chikhali55@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Chikhali,Chikhali,Kamptee
1755,"Z.P. HIGH SCHOOL, CHIKNA",27090505601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHIKNA,440026.0,"AT POST CHIKNA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chikna56@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Chikna,Chikna,Kamptee
1756,"Z.P. PS, MHASALA",27090505701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",MHASALA,440026.0,"AT POST MHASALA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.mhasala57@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mhasala,Mhasala,Kamptee
1757,"Z.P. UPS, KAWTHA",27090505801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",KAWTHA,440026.0,"AT POST KAWTHA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.kawtha58@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kawtha,Kawtha,Kamptee
1758,"Z.P. PS (BOYS), MAHALGAON NO. 2",27090505901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",MAHALGAON,441202.0,"AT POST MAHALGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.mahalgaon59@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Mahalgaon,Mahalgaon,Kamptee
1759,"Z.P. PS (GIRLS), PAWANGAON NO. 2",27090506001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",PAWANGAON,441202.0,"AT POST PAWANGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.pawangaon60@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Pawangaon,Pawangaon,Kamptee
1760,"SARASWATI VIDYALAYA, AVANDHI",27090506101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",AVANDHI,441202.0,"AT POST AVANDHI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.avandhi61@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Avandhi,Avandhi,Kamptee
1761,"SHARADA CONVENT, ASOLI",27090506201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",ASOLI,441202.0,"AT POST ASOLI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.asoli62@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Asoli,Asoli,Kamptee
1762,"MODEL SCHOOL, PARSAD",27090506301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",PARSAD,441202.0,"AT POST PARSAD, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.parsad63@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Parsad,Parsad,Kamptee
1763,"Z.P. HIGH SCHOOL, KADHOLI",27090506401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",KADHOLI,441202.0,"AT POST KADHOLI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.kadholi64@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Kadholi,Kadholi,Kamptee
1764,"Z.P. PS, SHIWNI",27090506501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",SHIWNI,441202.0,"AT POST SHIWNI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.shiwni65@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Shiwni,Shiwni,Kamptee
1765,"Z.P. UPS, SONEGAON",27090506601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",SONEGAON,441202.0,"AT POST SONEGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.sonegaon66@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Sonegaon,Sonegaon,Kamptee
1766,"Z.P. PS (BOYS), TEMASANA NO. 2",27090506701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",TEMASANA,440035.0,"AT POST TEMASANA, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.temasana67@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Temasana,Temasana,Kamptee
1767,"Z.P. PS (GIRLS), BIDGAON NO. 3",27090506801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",BIDGAON,440035.0,"AT POST BIDGAON, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.bidgaon68@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Bidgaon,Bidgaon,Kamptee
1768,"SARASWATI VIDYALAYA, TARODI",27090506901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",TARODI (BU),440035.0,"AT POST TARODI, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.tarodi69@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Tarodi,Tarodi,Kamptee
1769,"SHARADA CONVENT, TARODI",27090507001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",TARODI (KH),440035.0,"AT POST TARODI, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.tarodi70@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Tarodi,Tarodi,Kamptee
1770,"MODEL SCHOOL, KAPSI",27090507101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",KAPSI (BU),440035.0,"AT POST KAPSI, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.kapsi71@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Kapsi,Kapsi,Kamptee
