Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1490,"Z.P. PS, KONDASAWALI",27090803001,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",KONDASAWALI,441105.0,post navegaon khairi tah parshioni dist nagpur,zppskondasawali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Kondasawari,Palasavali,Parseoni
1491,"Z.P.  PS, BITOLI",27090803301,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",BITOLI,441105.0,post navegaon khairi tah parshioni dist nagpur,zpschoolbitoli@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bitoli,Bitoli,Parseoni
1492,SHREE CONVENT BITOLI,27090803302,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",BITOLI,441105.0,BITOLI TAH PARSEONI POST NANEGAON KHAIRI,ashishsthakre52@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Rural,Operational,Bitoli,Bitoli,Parseoni
1493,"KRUSHNA PUBLIC SCHOOL,BITOLI,BHULEWADI,PARSHIWANI",27090803304,MAHARASHTRA,NAGPUR,PARSEONI,,BITOLI,441105.0,,,Unrecognized,Primary,3-Co-educational,1–4,,Permanently Closed,,,
1494,"Z.P. PS, NEORWADA",27090803401,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",NEORWADA,441105.0,At . Neurwada Post. Navegaon Khairi Tha. Parseoni Zilha Nagpur,zpprischoolneurwada@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Neurwada,Navegaon(K),Parseoni
1495,"Z.P. PS, PALI",27090803501,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",PALI,441105.0,post mahuli tah parshioni dist nagpur,zpprischoolpali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pali,Umripali,Parseoni
1496,"Z.P. PS, UMARI",27090803701,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",UMARI,441105.0,post mahuli tah parshioni dist nag,zpumari2014@yahoo.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Umari,Umripali,Parseoni
1497,"Z.P. PS, SALAI-MAHULI",27090803801,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",SALAI-MAHULI,441105.0,post mahuli tah parshioni dist nag,zppssalaim@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Salai(Mahuli),Salai(Ma),Parseoni
1498,"Z.P. PS, AAMGAON",27090803901,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",AAMGAON,441105.0,at amgaon post navegaon tah parshioni,zppsamgaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Amgaon,Aamgaon,Parseoni
1499,"Z.P. PS, KALBHAIRAV (PETH)",27090804101,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. PS, KENDRIYA NAVEGAONKHAIRI ",KALBHAIRAV (PETH),441105.0,post navegaon khairi tah parshioni dist nagpur,kalbhairaw1990peth@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Kalbhairao,Palasavali,Parseoni
1500,"Z.P. PS, TEKADI (KANHADEVI)",27090804201,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",TEKADI (KANHADEVI),441105.0,"Post-Kothurna, Tah-PARSEONI",zpprischooltekadikanhadevi@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Kanhadevi,Tekadi(Ka),Parseoni
1501,"Z.P. UPS, SALAI (MOKASA)",27090804301,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",SALAI (MOKASA),441105.0,"AT-SALAI MOKASA, POST-KOTHURNA, TAH-PARSEONI, DIST-NAGPUR, MAHARASHTRA",zpupss@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Salai (Tekadi),Salai(Mo),Parseoni
1502,"Z.P. PS, MOGARA",27090804401,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",MOGARA,441101.0,RAILWAY STATION ROAD CIVIL LINE SAONER,zpprischoolmogra@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mogra,Sawli,Parseoni
1503,"Z.P. PS, SAWALI",27090804501,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",SAWALI,441101.0,At.SAWALI Po.PARSEONI TAL.PARSEONI,zpprischoolsawali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sawli,Sawli,Parseoni
1504,MILESTONE PUBLIC SCHOOL SAWALI,27090804502,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",SAWALI,441105.0,SAWALI Tah- Parseoni Dist- Nagpur,milestoneeducation21@gmail.com,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1–12,Rural,Operational,Sawli,Sawli,Parseoni
1505,"Z.P. PS, SAKARLA",27090804601,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",SAKARLA,441105.0,AT SAKARALA PO DAHEGAON JOSHI,vijayboriwar22@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sakarla,Nimba,Parseoni
1506,"Z.P. PS, KANHADEVI",27090804701,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",KANHADEVI,441105.0,AtKanhaeviTaparseoni,zpprischkanhadevi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Kanhadevi,Tekadi(Ka),Parseoni
1507,"Z.P. PS, BHAGIMAHARI",27090804901,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",BHAGIMAHARI,441105.0,At Bhagemahari PO Ta Parseoni,manasvi180614@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bhagimahari,Bhagimahari,Parseoni
1508,"Z.P. PS, PENDHARI",27090805001,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",PENDHARI,441105.0,"Z.P. PS, PENDHARI Ta- PARSEONI",zpprischoolpendhari@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pendhari,Bhagimahari,Parseoni
1509,"Z.P. UPS, NIMBA",27090805101,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",NIMBA,441105.0,At Nimba Ta Parseoni Dist Nagpur,zpprischoolnimba@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Nimba,Nimba,Parseoni
1510,"Z.P. PS, CHICHOLI",27090805201,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",CHICHOLI,441105.0,Z.P.PRIMARY SCHOOL CHICHOLI,dhatrakurmila@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Chicholi,Sawli,Parseoni
1511,"Z.P.UPS, MAHADULA",27090805301,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",MAHADULA,441105.0,Z.P.U.PRIMARY SCHOOL MAHADUAL,zpupsmahadula1965@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mahadula,Sawli,Parseoni
1512,"PM SHRI Z.P. PS, DAHEGAON JOSHI",27090805401,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",DAHEGAON _JOSHI,441105.0,near Bus Stop Dahegaon Joshi,zpprischdahegaojoshi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dahegaon (Joshi),Dahegaon(J),Parseoni
1513,"NAVPRATIBHA HS., DAHEGAON_JOSHI",27090805402,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, DAHEGAON JOSHI ",DAHEGAON _JOSHI,441105.0,DAHEGAONJOSHITAPARSEONI,loharevs@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Dahegaon (Joshi),Dahegaon(J),Parseoni
1514,"Z.P. UPS, KARAMBHAD",27090805501,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",KARAMBHAD,441105.0,parseoni khapa raod karambhad,shailendranakade@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Karmbhad,Karmbhad,Parseoni
1515,TATHAGAT VID AND JUNIOR COLLEGE KARAMBHAD,27090805502,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",KARAMBHAD,441105.0,At Karambhad Ta Parseoni Dist Nagpur,tathagatvidyalaya202@gmail.com,Partially Govt. Aided,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Karmbhad,Karmbhad,Parseoni
1516,SACRED HEART SCHOOL KARAMBHAD,27090805503,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",KARAMBHAD,441105.0,Karambhad Parseoni Dist Nagpur 441105 ,sacredheartacademy82@gmail.com,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Karmbhad,Karmbhad,Parseoni
1517,"Z.P. PS, BABHULWADA",27090805601,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",BABHULWADA,441105.0,post parshioni tah parshioni dist nagpur,zpprischoolbabulwada@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Baburwada,Aamgaon,Parseoni
1518,"LAL BAHADURSHASTRI VID., BABHULWADA",27090805602,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",BABHULWADA,441105.0,BABULWADA TAH PARSEONI DIST NAGPUR - M.S.,hmlalbahadurshastrividyalaya@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Baburwada,Aamgaon,Parseoni
1519,DWARKAMAI PUBLIC SCHOOL DUNDAKHAIRI,27090805701,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",KONDHAKHAIRY,441105.0,at -Parseoni Th po -Parseoni Dist.-Nagpur,,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Rural,Operational,Dundakhairi(Rithi),Aamgaon,Parseoni
1520,"Z.P. PS., KHANDALA(MARI)",27090805801,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",KHANDALA (MARI),441105.0,AT KHANDALA M. PO ITGAON TAH PARSEONI,sangitajangade14@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Khandala (M],Khandala(Mari,Parseoni
1521,"Z.P. PS, DIGALWADI",27090805901,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",DIGALWADI,441105.0,z p primary school Digalwadi ps. parseoni Dist Nagpur,hmdigalwadi@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Digalwadi,Itgaon,Parseoni
1522,"PM SHRI Z.P. PS, PARSEONI",27090806101,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,"AT,POST,TALUKA PARSEONI",jaldhara314@gmail.com,Local Body,Primary,3-Co-educational,1–5,Urban,Operational,,,
1523,"RANILAXMIBAI PS, PARSEONI",27090806103,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,AT-post-PARSEONI TH-parseoni dist- nagpur,ranilaxmi70@gmail.com,Other State Govt. Managed,Primary,3-Co-educational,1–4,Urban,Operational,,,
1524,"R.GANDHI PS, PARSEONI",27090806104,MAHARASHTRA,NAGPUR,PARSEONI,,PARSEONI,441105.0,Tq.Parseoni Dist.Nagpur,swatirfalke@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–4,Urban,Permanently Closed,,,
1525,"R.GANDHI CONVENT & PS, PARSEONI",27090806105,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,R GANDHI CONVENT PS PARSEONI DIST NAGPUR,bangreashok@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,,,
1526,"RANILAXMIBAI VID., PARSEONI",27090806106,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,"Ramtek Road, Parseoni",ranilaxmi9270@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Urban,Operational,,,
1527,"KESRIMALPALIWAL VID., PARSEONI",27090806107,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,Parseoni Dist. Nagpur ,kpvidyalayaparseoni@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Urban,Operational,,,
1528,HARIHAR VIDYALAYA PARSEONI,27090806108,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,At Po Ta Parseoni Dist Nagpur,hariharjc@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Urban,Operational,,,
1529,THE LORDS PUBLIC SCHOOL PARSEONI,27090806109,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,PARSEONI TAH - PARSEONI DIST- NAGPUR,rajeshjagnik15@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,,,
1530,ARVIND INDO PUBLIC SCHOOL PARSEONI,27090806110,MAHARASHTRA,NAGPUR,PARSEONI,,PARSEONI,441105.0,"Ramtek Road, Parseoni. Ta-Parseoni. Dist-Nagpur. Pin Code-441105",aipsparseoni2008@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Urban,Closed,,,
1531,"DELHI ENGLISH MEDIUM SCHOOL, PARSEONI",27090806111,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,At. Parseoni Khaparkheda Road Ward No. 06 Parseoni Dist Nagpur.,demsp9922@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Urban,Operational,,,
1532,UNIVERSAL ENGLISH MEDIUM SCHOOL PARSEONI,27090806112,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,AtPoTa-Parseoni- DistNagpur,universalparseoni2016@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Urban,Operational,,,
1533,"SAIBABA SCIENCE AND COMMERCE JUNIOR COLLEGE, PARSEONI",27090806113,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,at Parseoni WD No.06 Po. Tah Parseoni Khaparkheda Road Parseoni Pin 441105,murlidharchande@gmail.com,Private Unaided (Recognized) ,Higher Secondary only/Jr. College,3-Co-educational,11–12,Urban,Operational,,,
1534,"DELHI ENGLISH MEDIUM HIGH SCHOOL,PARSHIWANI",27090806114,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,400004.0,At. Po. Tah Parseoni Dist Nagpur PIN.441105,demhsp9922@gmail.com,Private Unaided (Recognized) ,Secondary Only,3-Co-educational,9–10,Urban,Operational,,,
1535,SAROJINI PUBLIC SCHOOL PARSEONI,27090806115,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSEONI,441105.0,SAROJINI PUBLIC SCHOOL PARSEONI,spsparseoni22@gmail.com,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,,,
1536,"Z.P. PS, PALORA",27090806201,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PALORA,441105.0,At- palora post- parseoni th- parseoni,ukeygeeta13@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Palora,Palora,Parseoni
1537,"Z.P. PS, PALORA TOLA",27090806202,MAHARASHTRA,NAGPUR,PARSEONI,,PALORA,441105.0,,,Local Body,Primary,3-Co-educational,1–4,,Permanently Closed,,,
1538,RAINBOW ENGLISH MEDIUM  SCHOOL PALORA PARSEONI,27090806203,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PALORA,441105.0,At Parseoni Ta Parseini Dist Nagpur,hiralalgiradkar65@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–5,Rural,Operational,Palora,Palora,Parseoni
1539,"Z.P.UPS, MEHANDI",27090806301,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",MEHANDI,441105.0,AT MAHWNDI PO NAYAKUND TA PARSEONI,zpupschoolmehandi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mehandi,Mahendri,Parseoni
1540,"Z.P. PS, PIPALA",27090806401,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PIPALA,441105.0,ZP PIPLA POST PARSEONI TALUKA PARSEONI ZILLA NAGPUR,z.p.schoolpipla@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Pipla,Pipla,Parseoni
1541,"Z.P. PS, PARSODI",27090806501,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",PARSODI,441105.0,AT PARSODI TH PARSONI DIST NAGPUR,zpprischoolparsodi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Parsodi,Pipla,Parseoni
1542,"Z.P. PS, WAGHODA",27090806601,MAHARASHTRA,NAGPUR,PARSEONI,"PM SHRI Z.P. PS, PARSEONI ",WAGHODA,441105.0,ZP PARIMARY SCHOOL WAGHODA AT POST HINGNA TH PARSONI DIST NAGPUR 441105,sadhanachute51@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Waghoda,Waghoda,Parseoni
1543,"Z.P. UPS, PARDI",27090806701,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",PARDI,441105.0,AT -PARDI POST- ITGAON TH- PARSEONI DIST-NAGPUR,nandakishorbawankude@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pardi(Rithi),Suwardara,Parseoni
1544,"Z.P. UPS, ITGAON",27090806801,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",ITGAON,441105.0,At Post. Itgaon Parseoni,bodedhanraj@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Itgaon,Itgaon,Parseoni
1545,"Z.P. PS, GUNDHARI (WANDHE)",27090806901,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",GUNDHARI (WANDHE,441105.0,AT GUNDHARI WANDHE POST ITGAON THPARSEONI DIST NIGPUR,wasudeojiwtode@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Gundhari (Wandhe),Gundriwandhe,Parseoni
1546,"Z.P. UPS, TAMASWADI",27090807001,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",TAMASWADI,441102.0,at-post- Tamaswadi -th- parseoni - diss- nagpur,zpprischooltamaswadi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Tamaswadi,Tamaswadi,Parseoni
1547,BHARTIYA ADARSHA VID. TAMASWADI,27090807002,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",TAMASWADI,441102.0,At-tamaswadi th- parseoni Disst- Nagpur,laxmanbhogare40@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Tamaswadi,Tamaswadi,Parseoni
1548,"Z.P. PS, SONEGAON",27090807101,MAHARASHTRA,NAGPUR,PARSEONI,"Z.P. UPS, TAMASWADI ",SONEGAON,441102.0,AT- SONEGAON POST- TAMASWADI- TH-PARSEONI -DIST- NAGPUR,zpprischoolsonegaon@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Sonegaon,Gundriwandhe,Parseoni
