Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1260,"Z.P. PS, PIPLA (DAHABEKAR)",27090401601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",PIPLA (DAHABEKAR),441107.0,PIPLA DAHABEKAR POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppspipladahabekar@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pipla (Dahabekar),Nimji,Saoner
1261,"Z.P. PS, PETHIKALAMB",27090401701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",PETHIKALAMB,441107.0,PETHIKALAMB POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppspethikalamb@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Peth Kalamb,Pethkalamb,Saoner
1262,"Z.P. PS, NAVEGAON",27090401801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",NAVEGAON,441107.0,NAVEGAON POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppsnavegaon123@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nawegaon,Pethkalamb,Saoner
1263,"Z.P. PS, KHUBALA",27090401901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",KHUBALA,441107.0,KHUBALA POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppskhubala@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Khubala,Khubala,Saoner
1264,"Z.P. PS, DHAMANGAON",27090402001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",DHAMANGAON,441107.0,DHAMANGAON POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppsdhamangaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dhamangaon,Khubala,Saoner
1265,"Z.P. PS, SAWARGAON",27090402101,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",SAWARGAON,441107.0,SAWARGAON POST BAZARGAON TAHIL SAONER DIST NAGPUR,zpsawargaon1955@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Sawargaon,Sawargaon,Saoner
1266,"Z.P. PS, KODAMEGH",27090402201,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",KODAMEGH,441107.0,KODAMEGH POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppskodamegh@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Koda Megh,Kodamegh,Saoner
1267,"Z.P. PS, PIPARI",27090402301,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",PIPARI,441107.0,PIPARI POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppspipari@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pipari,Kodamegh,Saoner
1268,"Z.P. PS, PARSODI",27090402401,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",PARSODI,441107.0,PARSODI POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppsparsodi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Parsodi,Kodamegh,Saoner
1269,"Z.P. PS, KHANBAHULI",27090402501,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, PIPLA (KEWALRAM) ",KHANBAHULI,441107.0,KHANBAHULI POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppskhanbahuli@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Khanbahuli,Khubala,Saoner
1270,"Z.P. UPS, BORGAON",27090402601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",BORGAON,441107.0,AT BORGAON POST BORGAON TAH SAONER DIST NAGPUR,zpupsborgaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Borgaon,Borgaon,Saoner
1271,"DR. AMBEDKAR HIGH SCHOOL, BORGAON",27090402602,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",BORGAON,441107.0,At Post Borgaon Taluka Saoner Dist Nagpur,drambedkarhsborgaon@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Borgaon,Borgaon,Saoner
1272,"Z.P. PS, CHIPEPALORA",27090402701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",CHIPEPALORA,441107.0,CHIPEPALORA POST BORGAON TAHIL SAONER DIST NAGPUR,zppschipepalora@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chipe Palora,Borgaon,Saoner
1273,"Z.P. PS, BAZARGAON",27090402801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",BAZARGAON,441107.0,BAZARGAON TAHIL SAONER DIST NAGPUR,zppsbazargaon@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bazar Gaon,Bazar Gaon,Saoner
1274,"Z.P. PS, PIPRA",27090402901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",PIPRA,441107.0,PIPRA POST BAZARGAON TAHIL SAONER DIST NAGPUR,zppspipra@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pipra,Pipra,Saoner
1275,"Z.P. PS, WADEGAON",27090403001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, BORGAON ",WADEGAON,441107.0,WADEGAON POST BORGAON TAHIL SAONER DIST NAGPUR,zppswadegaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Wadegaon,Wadegaon,Saoner
1276,"Z.P. PS, KELWAD",27090403101,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KELWAD,441107.0,KELWAD TAHIL SAONER DIST NAGPUR,zppskelwad@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Kelwad,Kelwad,Saoner
1277,"SARASWATI VIDYALAYA, KELWAD",27090403102,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KELWAD,441107.0,Near Bus Stop Kelwad Taluka Saoner Dist Nagpur,saraswativk1962@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Kelwad,Kelwad,Saoner
1278,"GIRLS HIGH SCHOOL, KELWAD",27090403103,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KELWAD,441107.0,Kelwad Taluka Saoner Dist Nagpur,girlshighschoolkelwad@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,2-Girls,5–10,Rural,Operational,Kelwad,Kelwad,Saoner
1279,"SAI CONVENT, KELWAD",27090403104,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KELWAD,441107.0,Kelwad Tal Saoner,saiconventkelwad@gmail.com,Private Unaided (Recognized) ,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Kelwad,Kelwad,Saoner
1280,"Z.P. PS, CHICHLI",27090403201,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",CHICHLI,441107.0,CHICHLI POST KELWAD TAHIL SAONER DIST NAGPUR,zppschichli@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chicholi,Kelwad,Saoner
1281,"Z.P. PS, DEOLI",27090403301,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",DEOLI,441107.0,DEOLI POST KELWAD TAHIL SAONER DIST NAGPUR,zppsdeoli@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Deoli,Deoli,Saoner
1282,"Z.P. PS, WAPHI",27090403401,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",WAPHI,441107.0,WAPHI POST KELWAD TAHIL SAONER DIST NAGPUR,zppswaphi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Waphi,Waphi,Saoner
1283,"Z.P. PS, NANDAPUR",27090403501,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",NANDAPUR,441107.0,NANDAPUR POST KELWAD TAHIL SAONER DIST NAGPUR,zppsnandapur@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nandapur,Waphi,Saoner
1284,"Z.P. PS, GOWARI",27090403601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",GOWARI,441107.0,GOWARI POST KELWAD TAHIL SAONER DIST NAGPUR,zppsgowari@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Gowari,Gowari,Saoner
1285,"Z.P. PS, PIPLA (HARGIR)",27090403701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",PIPLA (HARGIR),441107.0,PIPLA HARGIR POST KELWAD TAHIL SAONER DIST NAGPUR,zppsplargir@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pipla (Haragir),Pipla(Haragir),Saoner
1286,"Z.P. PS, BICHHWA",27090403801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",BICHHWA,441107.0,BICHHWA POST KELWAD TAHIL SAONER DIST NAGPUR,zppsbichhwa@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bichhwa,Bichhwa,Saoner
1287,"Z.P. UPS, ITGAON",27090403901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",ITGAON,441107.0,ITGAON POST KELWAD TAHIL SAONER DIST NAGPUR,zpupsitgaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Itgaon,Itgaon,Saoner
1288,"Z.P. PS, TONDAPUR",27090404001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",TONDAPUR,441107.0,TONDAPUR POST KELWAD TAHIL SAONER DIST NAGPUR,zppstondapur@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Tondapur,Tondapur,Saoner
1289,"Z.P. PS, SONEGAON (TONDAPUR)",27090404101,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",SONEGAON (TONDAPUR),441107.0,SONEGAON POST KELWAD TAHIL SAONER DIST NAGPUR,zppsonegaont@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sonegaon (Tondapur),Tondapur,Saoner
1290,"Z.P. PS, DHANGARPUR",27090404201,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",DHANGARPUR,441107.0,DHANGARPUR POST KELWAD TAHIL SAONER DIST NAGPUR,zppsdhangarpur@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dhangarpur,Dhangarpur,Saoner
1291,"Z.P. PS, KHUTAMBA",27090404301,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KHUTAMBA,441107.0,KHUTAMBA POST KELWAD TAHIL SAONER DIST NAGPUR,zppskhutamba@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Khutamba,Khutamba,Saoner
1292,"Z.P. PS, MALEGAON",27090404401,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",MALEGAON,441107.0,MALEGAON POST KELWAD TAHIL SAONER DIST NAGPUR,zppsmalegaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Malegaon,Malegaon,Saoner
1293,"Z.P. PS, DEKHEGAON",27090404501,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",DEKHEGAON,441107.0,DEKHEGAON POST KELWAD TAHIL SAONER DIST NAGPUR,zppsdekhegaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dekhegaon,Dekhegaon,Saoner
1294,"Z.P. PS, CHICHLI (DEKHEGAON)",27090404601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",CHICHLI (DEKHEGAON),441107.0,CHICHLI POST KELWAD TAHIL SAONER DIST NAGPUR,zppschichlidekhe@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chicholi,Dekhegaon,Saoner
1295,"Z.P. PS, GONDIGOWARI",27090404701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",GONDIGOWARI,441107.0,GONDIGOWARI POST KELWAD TAHIL SAONER DIST NAGPUR,zppsgondigowari@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Gondi Gowari,Gowari,Saoner
1296,"Z.P. PS, SAVALI",27090404801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",SAVALI,441107.0,SAVALI POST KELWAD TAHIL SAONER DIST NAGPUR,zppssavali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sawali,Sawali,Saoner
1297,"Z.P. PS, KHATKHEDA",27090404901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. PS, KELWAD ",KHATKHEDA,441107.0,KHATKHEDA POST KELWAD TAHIL SAONER DIST NAGPUR,zppskhatkheda@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Khatkheda,Sawali,Saoner
1298,"Z.P. UPS, KODIGAON",27090405001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",KODIGAON,441107.0,AT KODIGAON POST KODIGAON TAH SAONER DIST NAGPUR,zpupskodigaon@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kodigaon,Kodigaon,Saoner
1299,"SHREE SAMARTH HIGH SCHOOL, KODIGAON",27090405002,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",KODIGAON,441107.0,At Post Kodigaon Taluka Saoner Dist Nagpur,samarthhighschoolkodigaon@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Kodigaon,Kodigaon,Saoner
1300,"Z.P. PS, MOHAPALI",27090405101,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",MOHAPALI,441107.0,MOHAPALI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsmohapali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mohpali,Mohpali,Saoner
1301,"Z.P. PS, SILOTI",27090405201,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",SILOTI,441107.0,SILOTI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppssiloti@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Siloti,Mohpali,Saoner
1302,"Z.P. PS, KOYALI",27090405301,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",KOYALI,441107.0,KOYALI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppskoyali@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Koyali,Koyali,Saoner
1303,"Z.P. PS, PIPRI",27090405401,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",PIPRI,441107.0,PIPRI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppspipri@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Pipari,Pipari,Saoner
1304,"Z.P. PS, HETIKHEDI",27090405501,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",HETIKHEDI,441107.0,HETIKHEDI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppshetikhedi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Hetikhedi,Pipari,Saoner
1305,"Z.P. PS, SARRA",27090405601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",SARRA,441107.0,SARRA POST KODIGAON TAHIL SAONER DIST NAGPUR,zppssarra@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sarra,Sarra,Saoner
1306,"Z.P. PS, BHOJAPUR (SARRA)",27090405701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",BHOJAPUR (SARRA),441107.0,BHOJAPUR POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsbhojapurs@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bhojapur (Sarra),Sarra,Saoner
1307,"Z.P. PS, BORGAON (SARRA)",27090405801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",BORGAON (SARRA),441107.0,BORGAON POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsborgaons@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Borgaon,Sarra,Saoner
1308,"Z.P. PS, NANDAPUR (SARRA)",27090405901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",NANDAPUR (SARRA),441107.0,NANDAPUR POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsnandapurs@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nandapur,Sarra,Saoner
1309,"Z.P. UPS, PARSODI",27090406001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",PARSODI,441107.0,AT PARSODI POST KODIGAON TAH SAONER DIST NAGPUR,zpupsparsodi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Parsodi,Parsodi,Saoner
1310,"MAHATMA GANDHI HIGH SCHOOL, PARSODI",27090406002,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",PARSODI,441107.0,At Post Parsodi Taluka Saoner Dist Nagpur,mgandhihsparsodi@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Parsodi,Parsodi,Saoner
1311,"Z.P. PS, SHIRPUR",27090406101,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",SHIRPUR,441107.0,SHIRPUR POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsshirpur@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Shirpur,Parsodi,Saoner
1312,"Z.P. PS, NAVEGAON (SARRA)",27090406201,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",NAVEGAON (SARRA),441107.0,NAVEGAON POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsnavegaons@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nawegaon,Sarra,Saoner
1313,"Z.P. PS, UMRI",27090406301,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",UMRI,441107.0,UMRI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsumri@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Umri,Umri,Saoner
1314,"Z.P. PS, TELKAMDHI (UMRI)",27090406401,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",TELKAMDHI (UMRI),441107.0,TELKAMDHI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppstelkamdhiu@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Telkamdhi,Umri,Saoner
1315,"Z.P. PS, TIKADI (UMRI)",27090406501,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",TIKADI (UMRI),441107.0,TIKADI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppstikadiu@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Tikadi,Umri,Saoner
1316,"Z.P. PS, JALKHEDA",27090406601,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",JALKHEDA,441107.0,JALKHEDA POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsjalkheda@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Jalkheda,Jalkheda,Saoner
1317,"Z.P. PS, SONEGAON (JALKHEDA)",27090406701,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",SONEGAON (JALKHEDA),441107.0,SONEGAON POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsonegaonj@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sonegaon,Jalkheda,Saoner
1318,"Z.P. PS, BORKHEDI",27090406801,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",BORKHEDI,441107.0,BORKHEDI POST KODIGAON TAHIL SAONER DIST NAGPUR,zppsborkhedi@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Borkhedi,Borkhedi,Saoner
1319,"Z.P. PS, KODAPETH",27090406901,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",KODAPETH,441107.0,KODAPETH POST KODIGAON TAHIL SAONER DIST NAGPUR,zppskodapeth@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Kodapeth,Kodapeth,Saoner
1320,"Z.P. PS, WAGHODA",27090407001,MAHARASHTRA,NAGPUR,SAONER,"Z.P. UPS, KODIGAON ",WAGHODA,441107.0,WAGHODA POST KODIGAON TAHIL SAONER DIST NAGPUR,zppswaghoda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Waghoda,Waghoda,Saoner
